Timestamp,pres,temp1,umid,temp2,V450,B500,G550,Y570,O600,R650,temps1,temps2,lumina
10/30/2022 16:00,993.5102539,14.75741577,96.08459473,15.62659931,6.690682888,7.38822937,4.679799557,5.249939919,4.341240883,5.252655029,12.2265625,14.1640625,33.60254765
10/30/2022 17:00,993.6234131,12.78061676,99.99694824,14.151227,0.03301077,0.032575969,0.017234389,0.016479632,0.011040172,0.016094808,12.390625,13.859375,0.126435738
10/30/2022 18:00,994.2313232,12.22937775,99.99694824,13.75343037,0,0,0,0.001177117,0,0,12.5,13.6484375,0.001177117
10/30/2022 19:00,994.2295532,11.41348267,99.99694824,12.9427309,0,0,0,0,0,0,12.578125,13.4296875,0
10/30/2022 20:00,994.1702881,10.7897644,99.99694824,12.40897846,0,0,0,0.001177117,0,0,12.625,13.2109375,0.001177117
10/30/2022 21:00,994.0369263,9.727752686,99.99694824,11.38175678,0,0,0,0,0,0,12.6484375,12.8984375,0
10/30/2022 22:00,994.2533569,7.733528137,99.99694824,9.679791451,0,0,0,0,0,0,12.65625,12.2890625,0
10/30/2022 23:00,994.2701416,6.16973114,99.99694824,8.315197945,0,0,0,0,0,0,12.6328125,11.75,0
10/31/2022 0:00,994.234314,5.100418091,99.99694824,7.428967476,0,0,0,0,0,0,12.5703125,11.2421875,0
10/31/2022 1:00,994.2446899,5.316184998,99.99694824,7.580029488,0,0,0,0,0,0,12.484375,10.9609375,0
10/31/2022 2:00,994.1958008,5.120651245,99.99694824,7.398755074,0,0,0,0,0,0,12.359375,10.671875,0
10/31/2022 3:00,994.1420288,4.643577576,99.99694824,6.955639839,0,0,0,0,0,0,12.2421875,10.296875,0
10/31/2022 4:00,993.9950562,4.357566833,99.99694824,6.809613228,0,0,0,0,0,0,12.1171875,10.0390625,0
10/31/2022 5:00,994.1081543,6.025878906,99.99694824,8.25477314,0,0,0,0,0,0,11.984375,10.203125,0
10/31/2022 6:00,994.2689819,5.565673828,99.99694824,7.710949898,0.015004897,0.014659185,0.006628611,0.005885583,0.004906743,0.006897775,11.859375,10.09375,0.053982793
10/31/2022 7:00,994.3186646,4.862159729,99.99694824,7.217480659,16.6914463,18.42333794,14.19185638,12.67165852,14.6147337,11.04678631,11.7578125,9.8984375,87.63981915
10/31/2022 8:00,994.9598389,7.603172302,99.99694824,9.584118843,52.67468643,61.26399231,46.00123596,52.14508438,37.99414063,40.6968689,11.6640625,10.296875,290.7760086
10/31/2022 9:00,995.1522827,10.2767334,99.99694824,11.83997822,68.38631439,75.37753296,51.43404388,60.74039078,52.40279007,57.94705582,11.5859375,10.9296875,366.2881279
10/31/2022 10:00,995.4966431,11.45956421,99.99694824,12.9225893,79.02098083,94.08327484,68.90652466,80.55143738,62.5689621,65.85144043,11.546875,11.40625,450.9826202
10/31/2022 11:00,996.0078735,12.55866241,99.99694824,13.90952778,111.3685837,128.4315796,96.18379974,111.034462,90.74653625,98.11222076,11.5546875,11.875,635.8771821
10/31/2022 12:00,995.9777222,20.81874847,79.00695801,20.55625725,163.7035522,174.3576202,159.7285461,147.0859375,167.7205353,156.8305054,11.6015625,14.2734375,969.4266967
10/31/2022 13:00,995.7129517,20.26358032,78.71704102,19.48371696,104.8713913,98.59169769,80.44228363,74.28936768,80.83959198,72.08198547,11.71875,14.375,511.1163178
10/31/2022 14:00,995.4084473,22.89782715,74.71008301,21.05476189,80.92290497,75.41173553,64.47517395,58.99472809,61.79429626,56.44678879,11.8984375,15.1640625,398.0456276
10/31/2022 15:00,995.3981323,17.07248688,79.45251465,17.3436718,49.08101273,43.5019455,30.27021408,29.8104744,29.35213852,26.50929642,12.125,14.5625,208.5250817
10/31/2022 16:00,995.4282837,13.79486847,87.9699707,14.92667866,20.69775391,19.76872635,11.98718071,11.99952602,10.38634872,10.2087059,12.3359375,13.921875,85.04824161
10/31/2022 17:00,995.7859497,10.38518524,99.23095703,11.94068623,0.141046017,0.133561462,0.071589001,0.072981223,0.065014347,0.100017726,12.4921875,13.1796875,0.584209777
10/31/2022 18:00,996.5974121,7.839164734,99.99694824,9.755322456,0,0,0,0,0,0,12.578125,12.3046875,0
10/31/2022 19:00,997.2011108,6.320320129,99.99694824,8.461224556,0,0,0.001325722,0.001177117,0.001226686,0,12.6015625,11.6875,0.003729525
10/31/2022 20:00,997.5737305,5.58253479,99.99694824,7.791516304,0,0,0,0,0.001226686,0,12.5546875,11.171875,0.001226686
10/31/2022 21:00,997.932373,4.487937927,99.99694824,6.794507027,0,0,0,0,0,0,12.46875,10.6328125,0
10/31/2022 22:00,998.2004395,5.19594574,99.99694824,7.368542671,0,0,0.001325722,0.001177117,0.001226686,0,12.3515625,10.484375,0.003729525
10/31/2022 23:00,998.2449951,3.822067261,99.99694824,6.280896187,0,0,0,0,0,0,12.2265625,10.0390625,0
11/1/2022 0:00,998.3156128,3.168563843,99.99694824,5.686718941,0,0,0,0,0,0,12.09375,9.546875,0
11/1/2022 1:00,998.3482666,2.235794067,99.99694824,4.860913277,0,0,0,0,0,0,11.9453125,9.1328125,0
11/1/2022 2:00,998.1570435,1.889091492,99.99694824,4.609143257,0,0,0,0,0,0,11.7890625,8.828125,0
11/1/2022 3:00,997.9227905,1.649726868,99.99694824,4.317090034,0,0,0,0,0,0,11.6171875,8.4765625,0
11/1/2022 4:00,997.7285156,1.347976685,99.99694824,4.060284615,0,0,0,0,0,0,11.453125,8.21875,0
11/1/2022 5:00,997.9584351,0.841133118,99.99694824,3.586956978,0,0,0,0,0,0,11.28125,7.8828125,0
11/1/2022 6:00,997.7605591,0.494430542,99.99694824,3.365399361,0.009002937,0.008143992,0.005302889,0.004708466,0.004906743,0.006897775,11.1171875,7.546875,0.038962802
11/1/2022 7:00,997.800293,0.641654968,99.99694824,3.516461372,13.64845371,15.14782429,9.892539024,9.531112671,9.811032295,8.575082779,10.9453125,7.453125,66.60604477
11/1/2022 8:00,997.7983398,4.746414185,99.99694824,7.313153267,52.14651108,54.76508713,60.86656189,46.52553177,72.31435394,38.52751923,10.78125,8.453125,325.145565
11/1/2022 9:00,997.7979736,10.58129883,89.65148926,11.6385622,78.28381348,86.34010315,98.200737,74.6958313,103.9369888,64.83305359,10.640625,10.1015625,506.2905273
11/1/2022 10:00,997.4653931,13.29194641,82.49816895,13.68293476,95.76261902,105.0032806,111.0694351,86.71030426,114.2274551,78.24994659,10.5859375,11.234375,591.0230407
11/1/2022 11:00,997.0557251,14.93723297,82.2265625,15.40000629,107.9635849,113.8245239,115.1081085,93.4967041,118.606781,88.59768677,10.625,12.125,637.5973892
11/1/2022 12:00,996.3552246,18.69023132,69.84863281,18.22990227,143.031601,142.1457977,143.7086945,126.0668869,150.4089966,126.4350204,10.7265625,13.1875,831.7969971
11/1/2022 13:00,995.8289795,22.6320343,64.95361328,20.56632805,131.6544647,132.4335175,120.9734726,109.4912567,120.5862808,110.2712784,10.90625,14.0390625,725.4102707
11/1/2022 14:00,995.1355591,20.18154144,68.8659668,19.42329216,82.91405487,79.39740753,67.80273438,62.95454788,65.03397369,59.13462067,11.1328125,14.078125,417.237339
11/1/2022 15:00,994.498291,16.88088226,74.20959473,17.63572502,51.08116913,51.49771881,32.64856339,35.67958069,33.76207352,37.74577332,11.3828125,13.671875,242.4148789
11/1/2022 16:00,993.8691406,15.85595703,77.38037109,16.84013176,21.60404778,21.42032814,13.25059319,13.48857784,11.85346508,13.06093693,11.609375,13.5,94.67794896
11/1/2022 17:00,993.4868774,13.56504059,83.95080566,14.82597065,0.14254652,0.133561462,0.070263281,0.071804114,0.065014347,0.103466623,11.7890625,13.046875,0.586656347
11/1/2022 18:00,993.3054199,9.800239563,99.99694824,11.47239399,0,0,0,0,0,0,11.9296875,12.46875,0
